10204.7 	  18717.28663 	  54106.3 	  54106.3 	  98142.23126 	  44901.15787 	  39919.93151 	  33461.71316
10205.3 	  18038.04018 	  54863.7 	  54485 	  99347.84315 	  47057.94620 	  41108.20847 	  31940.86273
10205.8 	  19433.99187 	  54134 	  54368 	  98032.97203 	  45759.65812 	  39322.21248 	  33421.21978
10206.3 	  16918.81155 	  53887.1 	  54247.8 	  96222.55474 	  45655.95579 	  40558.01967 	  33111.87688
10206.8 	  18089.24215 	  53473.3 	  54092.9 	  96333.89492 	  44920.30990 	  38966.00643 	  33672.98344
10207.3 	  17757.71211 	  52896.8 	  53851 	  95546.30762 	  42492.27080 	  41499.90399 	  32048.59098
10207.8 	  16790.72617 	  53238.9 	  53526 	  96589.24275 	  43759.84553 	  39185.05987 	  33421.36675
10208.3 	  19833.25437 	  53340 	  53367.2 	  97685.66290 	  43192.51018 	  39794.60016 	  32687.23337
10208.9 	  20185.22941 	  53359.1 	  53261.6 	  94922.96404 	  42173.32596 	  42914.14108 	  33425.94534
10209.4 	  18771.22560 	  55935.1 	  53754 	  101259.73051 	  45190.65540 	  43117.39226 	  34172.78301
10209.9 	  19759.62076 	  54701.5 	  54114.9 	  97082.31377 	  47481.28431 	  39030.68582 	  35211.69906
10210.4 	  19226.87139 	  52581.6 	  53983.5 	  94791.82681 	  44596.99322 	  38130.38107 	  32807.18656
10210.9 	  19110.71967 	  54225.3 	  54160.5 	  95242.74177 	  44937.50865 	  41257.38833 	  35463.59619
10211.4 	  20938.30266 	  55312.4 	  54551.2 	  100602.77018 	  43361.81598 	  42326.22531 	  34958.62601
10211.9 	  18887.42374 	  53704.4 	  54105 	  99027.02841 	  43740.67792 	  38700.57979 	  33349.30394
10212.4 	  16347.99776 	  52209.2 	  53606.6 	  95764.91938 	  42805.09785 	  36436.06276 	  33830.63947
10213.0 	  19870.28716 	  54580.3 	  54006.3 	  95150.29470 	  46254.97857 	  42843.10496 	  34072.69878
10213.5 	  18153.36939 	  55614.8 	  54284.2 	  98282.67189 	  43647.22425 	  44736.22772 	  35793.18503
10214.0	      19974.79172 	  53840.5 	  53989.8 	  100663.02010 	  43557.96474 	  40665.36555 	  30475.66948
10214.5 	  19333.84060 	  53183.2 	  53885.6 	  99067.01872 	  43385.29072 	  38344.01783 	  31936.45010
10215.0       19240.51295 	  53818.7 	  54207.5 	  93731.45059 	  45821.25963 	  41815.61164 	  33906.47365
10215.5 	  17404.36654 	  54490.9 	  54189.6 	  99519.18338 	  46542.13247 	  39621.57832 	  32280.85959
10216.0 	  20817.77505 	  55622 	  54191.1 	  101801.83430 	  44099.68898 	  40909.52315 	  35676.95048
10216.6 	  20476.96224 	  54855.4 	  54394 	  99979.47872 	  45508.21135 	  41823.07207 	  32110.74578
10217.1 	  20338.17970 	  55425.9 	  54842.6 	  99866.11766 	  44264.95922 	  42933.65033 	  34639.05923
10217.6 	  17721.60263 	  52994.7 	  54677.8 	  99152.83137 	  41905.62217 	  39807.77475 	  31112.75722
10218.1 	  18128.07290 	  53136.6 	  54406.9 	  94767.04748 	  45343.51582 	  37054.19003 	  35381.70166
10218.6 	  19152.71310 	  52797.7 	  53842.1 	  96045.31109 	  43168.21429 	  38541.11646 	  33436.00863
10219.1 	  16376.92142 	  51370 	  53145 	  92826.66238 	  45193.28123 	  36784.38486 	  30675.51810
10219.6 	  19331.04912 	  52663.9 	  52592.6 	  94105.39265 	  44714.45215 	  40655.93625 	  31179.65316
10220.1 	  17415.03325 	  52917.4 	  52577.1 	  92445.77473 	  43749.07549 	  40854.52505 	  34620.31160
10220.7 	  16658.75570 	  52755.8 	  52500.9 	  96515.63431 	  43984.65173 	  39134.36330 	  31388.43229
10221.2 	  17727.83790 	  52955.9 	  52532.6 	  93979.63647 	  45820.61992 	  38662.49477 	  33360.69767
10221.7 	  19464.48310 	  54111.9 	  53081 	  96042.45977 	  46460.17187 	  41205.72055 	  32739.23689
10222.2 	  18657.65681 	  55767.2 	  53701.6 	  99754.22963 	  48570.80653 	  42843.23064 	  31900.57341
10222.7 	  19661.61541 	  55554.4 	  54229 	  99789.29025 	  47904.58684 	  40542.73888 	  33981.17897
10223.2 	  18325.85229 	  53487.4 	  54375.4 	  96046.46292 	  45286.73826 	  39711.42111 	  32904.94974
10223.7 	  19450.17680 	  53217.5 	  54427.7 	  94647.04327 	  44481.37209 	  39725.23115 	  34016.19924
10224.3 	  18951.49414 	  53856.7 	  54376.7 	  97666.43624 	  45593.92169 	  40754.08899 	  31412.52422
10224.8 	  18446.63909 	  56741.4 	  54571.5 	  104148.13075 	  46581.96579 	  42390.11955 	  33845.43538
10225.3 	  17852.97448 	  52571 	  53974.8 	  92587.67666 	  44315.70734 	  40525.66080 	  32855.12100
10225.8 	  18711.92109 	  51665.8 	  53610.5 	  94513.06148 	  40834.61959 	  37773.39356 	  33542.29918
