   10205.799999999999        1.02514696    
   10206.299999999999       0.900541306    
   10206.799999999999       0.968751311    
   10207.299999999999       0.959858358    
   10207.799999999999       0.909569204    
   10208.299999999999        1.06991148    
   10208.900000000000        1.08766365    
   10209.400000000000       0.987442017    
   10209.900000000000        1.02681398    
   10210.400000000000        1.03033888    
   10210.900000000000        1.02868938    
   10211.400000000000        1.09893191    
   10211.900000000000       0.996013105    
   10212.400000000000       0.887347579    
   10213.000000000000        1.06968975    
   10213.500000000000       0.947056293    
   10214.000000000000        1.04911458    
   10214.500000000000        1.03849673    
   10215.000000000000        1.03368521    
   10215.500000000000       0.923732817    
   10216.000000000000        1.08680665    
   10216.600000000000        1.06546545    
   10217.100000000000        1.06010747    
   10217.600000000000       0.939554214    
   10218.100000000000       0.981850207    
   10218.600000000000        1.03926277    
   10219.100000000000       0.903682590    
   10219.600000000000        1.06806493    
   10220.100000000000       0.948093057    
   10220.700000000001       0.906120360    
   10221.200000000001       0.963903666    
   10221.700000000001        1.04490626    
   10222.200000000001       0.975950778    
   10222.700000000001        1.01513755    
   10223.200000000001       0.965955377    
   10223.700000000001        1.04764354    
   10224.299999999999        1.01725352    
   10224.799999999999       0.958590031    
   10225.299999999999       0.938635409    
   10225.799999999999        1.03169882    
   10226.299999999999        1.06338120    
   10226.799999999999        1.00647259    
   10227.299999999999        1.01105750    
   10227.799999999999       0.922629416    
   10228.400000000000        1.00071406    
   10228.900000000000        1.00779855    
   10229.400000000000        1.03341556    
   10229.900000000000       0.844599426    
   10230.400000000000       0.988825142    
   10230.900000000000       0.910259008    
   10231.400000000000       0.974002719    
   10232.000000000000        1.05518174    
   10232.500000000000       0.946507990    
   10233.000000000000       0.924861491    
   10233.500000000000        1.00107014    
   10234.000000000000       0.981578052    
   10234.500000000000        1.07691753    
   10235.000000000000       0.921565831    
   10235.600000000000       0.911754549    
   10236.100000000000       0.975633383    
   10236.600000000000        1.02049279    
   10237.100000000000       0.926023543    
   10237.600000000000        1.07214451    
   10238.100000000000       0.933524430    
   10238.600000000000       0.972263038    
   10239.100000000000        1.01042593    
   10239.700000000001       0.943594217    
   10240.200000000001        1.08071315    
   10240.700000000001        1.08641410    
   10241.200000000001        1.08128595    
   10241.700000000001        1.10531223    
   10242.200000000001        1.01042378    
   10242.700000000001        1.07853973    
   10243.299999999999        1.03247941    
   10243.799999999999        1.03010929    
   10244.299999999999       0.932412744    
   10244.799999999999       0.982603490    
   10245.299999999999       0.990630925    
   10245.799999999999       0.984901071    
   10246.299999999999        1.02710462    
   10246.799999999999       0.994636595    
   10247.400000000000       0.947606146    
   10247.900000000000       0.907817066    
   10248.400000000000       0.910962462    
   10248.900000000000        1.01941490    
   10249.400000000000        1.01994514    
   10249.900000000000        1.04508543    
   10250.400000000000        1.01371145    
   10251.000000000000       0.971681774    
   10251.500000000000       0.983267844    
   10252.000000000000        1.02698541    
   10252.500000000000        1.09327102    
   10253.000000000000        1.05316937    
   10253.500000000000        1.09183013    
   10254.000000000000        1.04670489    
   10254.500000000000       0.978524804    
   10255.100000000000        1.03906000    
   10255.600000000000        1.26000786    
   10256.100000000000       0.982925534    
   10256.600000000000        1.02652133    
   10257.100000000000       0.986741304    
   10257.600000000000        1.04187691    
   10258.100000000000        1.06847370    
   10258.700000000001        1.00672913    
   10259.200000000001        1.00898075    
   10259.700000000001       0.931510687    
   10260.200000000001       0.998326123    
   10260.700000000001       0.992367387    
   10261.200000000001        1.13352907    
   10261.700000000001        1.06539118    
   10262.200000000001       0.972195685    
   10262.799999999999       0.957536817    
   10263.299999999999       0.940900981    
   10263.799999999999        1.03626823    
   10264.299999999999       0.996238232    
   10264.799999999999       0.949894905    
   10265.299999999999       0.975452662    
   10265.799999999999        1.05327582    
   10266.400000000000        1.04208934    
   10266.900000000000       0.909416080    
   10267.400000000000       0.902598441    
   10267.900000000000       0.947211206    
   10268.400000000000       0.975234091    
   10268.900000000000        1.10829401    
   10269.400000000000        1.01015484    
   10269.900000000000        1.11098158    
   10270.500000000000       0.949995100    
   10271.000000000000        1.05299985    
   10271.500000000000        1.01157248    
   10272.000000000000       0.959041297    
   10272.500000000000        1.03612840    
   10273.000000000000        1.00681257    
   10273.500000000000       0.944097638    
   10274.100000000000       0.966286123    
   10274.600000000000       0.999954402    
   10275.100000000000       0.930901945    
   10275.600000000000       0.861478984    
   10276.100000000000       0.892966568    
   10276.600000000000        1.02949083    
   10277.100000000000       0.967988193    
   10277.600000000000       0.975601912    
   10278.200000000001       0.976527095    
   10278.700000000001        1.03615296    
   10279.200000000001       0.943843603    
   10279.700000000001       0.985451937    
   10280.200000000001       0.914145827    
   10280.700000000001        1.10351789    
   10281.200000000001       0.963853180    
   10281.799999999999       0.895273149    
   10282.299999999999       0.886736751    
   10282.799999999999        1.01098061    
   10283.299999999999       0.914354205    
   10283.799999999999        1.01386774    
   10284.299999999999       0.954647124    
   10284.799999999999        1.02931714    
   10285.400000000000       0.970123351    
   10285.900000000000        1.01438797    
   10286.400000000000        1.04984593    
   10286.900000000000       0.964388192    
   10287.400000000000        1.01756942    
   10287.900000000000        1.05104625    
   10288.400000000000        1.04265153    
   10288.900000000000       0.860470951    
   10289.500000000000       0.990184844    
   10290.000000000000       0.965675592    
   10290.500000000000       0.912634909    
   10291.000000000000       0.999789238    
   10291.500000000000       0.955036819    
   10292.000000000000        1.00192845    
   10292.500000000000        1.01131308    
   10293.100000000000        1.09183037    
   10293.600000000000       0.967456996    
   10294.100000000000        1.02572668    
   10294.600000000000        1.05305791    
   10295.100000000000       0.974966824    
   10295.600000000000        1.04530263    
   10296.100000000000        1.02988577    
   10296.600000000000       0.974447966    
   10297.200000000001       0.933457255    
   10297.700000000001       0.974260211    
   10298.200000000001        1.03942811    
   10298.700000000001        1.01739085    
   10299.200000000001       0.956168592    
   10299.700000000001        1.03385925    
   10300.200000000001        1.06270254    
   10300.799999999999       0.986630976    
   10301.299999999999        1.00008166    
   10301.799999999999       0.995961726    
   10302.299999999999        1.00700402    
   10302.799999999999       0.992451251    
   10303.299999999999        1.04439163    
   10303.799999999999       0.954806805    
   10304.299999999999        1.04755652    
   10304.900000000000       0.969348729    
   10305.400000000000        1.04406774    
   10305.900000000000       0.930991769    
   10306.400000000000        1.03628504    
   10306.900000000000       0.872177482    
   10307.400000000000        1.04595387    
   10307.900000000000        1.12659442    
